,Name,Nationality,Club,Age,BP,Position,Total Stats,OVA,POT,Height,Weight,foot,Value,Wage
3507,A. Lopes,Portugal,Olympique Lyonnais,29,GK,GK,1385,83,84,182.88,81.19,Left,21000000,69000
3508,Joselu,Spain,CD Tenerife,29,ST,ST CAM,1874,68,68,170.18,68.95,Right,900000,5000
3509,Fran García,Spain,Albacete BP,27,LB,LB,1719,69,70,170.18,69.85,Left,1000000,4000
3510,Diego Mariño,Spain,Real Sporting de Gijón,30,GK,GK,1298,74,75,187.96,76.2,Right,4400000,7000
3511,G. Massey,England,Wigan Athletic,27,RM,RM LM,1747,67,67,172.72,74.84,Right,800000,2000
3512,G. Xhaka,Switzerland,Arsenal,27,CDM,CDM CM,1973,80,81,185.42,79.83,Left,15000000,80000
3513,T. Xhaka,Albania,FC Basel 1893,29,CDM,CDM CB,1966,72,72,172.72,72.12,Right,2700000,12000
3514,N. Proschwitz,Germany,Eintracht Braunschweig,33,ST,ST,1560,64,64,193.04,86.18,Right,275000,4000
3515,W. Lautoa,New Caledonia,Dijon FCO,32,CDM,CDM CB,1631,71,71,182.88,87.09,Left,1600000,9000
3516,B. Megyeri,Hungary,Göztepe SK,30,GK,GK,1123,69,69,187.96,88.9,Right,700000,9000
3517,J. Cuffaut B,France,Valenciennes FC,32,CB,CB RWB RB,1756,68,68,180.34,73.94,Right,575000,3000
3518,B. Martins Indi,Netherlands,Stoke City,28,CB,CB LB,1616,69,70,185.42,76.2,Left,1000000,13000
3519,M. Verratti,Italy,Paris Saint-Germain,27,CM,CM CDM,2168,86,87,165.1,59.87,Right,50000000,135000
3520,R. Inglese,Italy,Parma,28,ST,ST,1616,74,74,185.42,84.82,Right,6000000,31000
3521,Nolito,Spain,RC Celta,33,LW,LW LM,1935,76,76,175.26,64.86,Right,4700000,25000
3522,Ilie Sánchez,Spain,Sporting Kansas City,29,CDM,CDM CM,1853,74,74,180.34,77.11,Right,4800000,8000
3523,B. Balaj,Albania,SK Sturm Graz,29,ST,ST,1615,69,69,187.96,78.02,Right,1100000,12000
3524,Sergi Roberto,Spain,FC Barcelona,28,RB,RB CM,2094,83,83,177.8,68.04,Right,22000000,175000
3525,M. Nelom,Netherlands,Willem II,29,LB,LB,1881,67,67,175.26,68.95,Left,625000,4000
3526,K. Lamprou,Greece,RKC Waalwijk,28,GK,GK,1183,69,69,177.8,83.91,Left,775000,3000
3527,J. Sánchez,Mexico,Guadalajara,30,RB,RB,1899,72,72,167.64000000000001,67.13,Right,2500000,29000
3528,C. Deac,Romania,Romania,34,LM,RW,1981,72,72,177.8,73.94,Left,1600000,13000
3529,A. Letellier,France,Paris Saint-Germain,29,GK,GK,1022,68,69,193.04,92.99,Right,725000,19000
3530,Jordi Masip,Spain,Real Valladolid CF,31,GK,GK,1385,81,81,180.34,68.04,Right,11500000,21000
3531,Oriol Romeu,Spain,Southampton,28,CDM,CDM CM,1740,75,75,182.88,83.01,Right,6000000,44000
3532,Sergi Gómez,Spain,Sevilla FC,28,CB,CB,1783,77,78,185.42,79.83,Right,8500000,26000
3533,C. Goldson,England,Rangers FC,27,CB,CB,1617,72,75,190.5,84.82,Right,3400000,32000
3534,M. Kieftenbeld,Netherlands,Birmingham City,30,CDM,CDM CM,1921,69,69,177.8,78.02,Right,875000,8000
3535,Jony Ñíguez,Spain,Elche CF,35,CDM,CDM CM,1776,66,66,175.26,72.12,Right,200000,4000
3536,M. Çağıran,Turkey,Atiker Konyaspor,27,CB,CDM CM,1974,70,70,180.34,82.1,Right,1600000,9000
3537,J. Guidetti,Sweden,Deportivo Alavés,28,ST,ST,1873,74,74,185.42,79.83,Right,6000000,23000
3538,André André,Portugal,Vitória Guimarães,30,CM,CM CDM,2054,75,75,175.26,69.85,Right,6000000,11000
3539,H. Pell,England,Colchester United,28,CDM,CDM CM,1762,65,65,193.04,84.82,Right,475000,4000
3540,M. Lowton,England,Burnley,31,RB,RB,1987,75,75,180.34,78.02,Right,4800000,42000
3541,M. Guezoui,France,FC Chambly Oise,31,ST,ST,1485,63,63,187.96,79.83,Right,325000,1000
3542,M. Sels,Belgium,RC Strasbourg Alsace,28,GK,GK,1250,79,81,190.5,88.0,Right,11000000,28000
3543,Fernando Canesín,Brazil,KV Oostende,27,CAM,CAM RW,1775,70,71,175.26,69.85,Right,2000000,10000
3544,D. Praet,Belgium,Leicester City,26,CAM,CM,1985,76,78,180.34,78.02,Right,9000000,66000
3545,F. Cuvelier,Belgium,Morecambe,25,CAM,CM LM CAM,1792,64,65,175.26,76.2,Right,525000,3000
3546,Renato Neto,Brazil,KV Oostende,27,CB,CM,1777,67,67,185.42,83.91,Right,775000,6000
3547,R. Funes Mori,Argentina,Villarreal CF,29,CB,CB,1828,75,76,185.42,78.93,Left,6500000,27000
3548,L. González Pirez,Argentina,Inter Miami,28,CDM,CB,1841,73,74,185.42,79.83,Right,3900000,7000
3549,K. Çörekçi,Turkey,Trabzonspor,28,RB,RB RM LB,1863,70,70,172.72,73.94,Right,1500000,16000
3550,A. Sepúlveda,Mexico,Querétaro,29,ST,ST LM RM,1866,70,70,180.34,74.84,Right,1800000,8000
3551,H. Mier,Mexico,Guadalajara,30,CB,CB,1686,70,70,182.88,73.94,Right,1400000,22000
3552,Aridai,Spain,UD Las Palmas,31,RW,RM LM,1735,70,70,172.72,63.96,Right,1600000,6000
3553,Vitolo,Spain,Atlético Madrid,30,LM,LM,1982,79,79,185.42,78.93,Right,12000000,55000
3554,M. Gorgelin,France,Le Havre AC,29,GK,GK,1080,70,70,187.96,83.01,Left,1300000,4000
3555,D. Royer,Austria,New York Red Bulls,30,LM,LM LW RM,1961,74,74,177.8,73.03,Right,5500000,8000
3556,D. Moldovan,Romania,Chindia Târgovişte,30,GK,GK,1082,64,64,182.88,72.12,Right,300000,1000
3557,Wilson Eduardo,Angola,Al Ain FC,29,RM,RM ST LM,1941,76,76,177.8,73.94,Right,7500000,500
3558,Fran Vélez,Spain,Panathinaikos FC,29,CB,CB CDM,1609,66,66,177.8,74.84,Right,550000,500
3559,Josué,Portugal,Akhisar Belediyespor,27,CAM,CAM RM,2016,76,76,175.26,74.84,Left,8000000,20000
3560,C. Quaner,Germany,Huddersfield Town,28,ST,ST RM,1607,67,67,190.5,78.93,Right,800000,13000
3561,E. Sviatchenko,Denmark,FC Midtjylland,28,CB,CB,1840,76,77,182.88,82.1,Right,7500000,26000
3562,J. Lauridsen,Denmark,Randers FC,29,LB,LB,1758,67,67,182.88,78.02,Left,625000,5000
3563,J. Knudsen,Denmark,Malmö FF,27,LB,LB CB,1801,69,69,185.42,82.1,Left,925000,4000
3564,C. Dikamona,Congo,Kilmarnock,30,CB,CB RB,1370,64,64,187.96,86.18,Right,375000,2000
3565,M. Kamiński,Poland,VfB Stuttgart,28,CB,CB,1773,70,71,193.04,83.91,Left,1700000,13000
3566,K. Drygas,Poland,Pogoń Szczecin,28,CM,CM CDM,1936,69,69,182.88,72.12,Left,1000000,4000
3567,B. Bereszyński,Poland,Sampdoria,27,RB,RB,1895,72,72,182.88,77.11,Right,2800000,13000
3568,J. Ligali,France,Montpellier HSC,27,GK,GK,1040,67,70,182.88,86.18,Right,650000,7000
3569,M. van Ginkel,Netherlands,Chelsea,27,CAM,CM,2054,75,76,185.42,82.1,Right,7500000,67000
3570,M. Potzmann,Austria,LASK Linz,26,LM,LM LB RB,1865,69,70,180.34,78.02,Right,1200000,13000
3571,S. Yılmaz,Turkey,Gençlerbirliği SK,30,ST,RM,1743,66,66,182.88,78.93,Right,600000,5000
3572,L. Caldirola,Italy,Benevento,29,CB,CB,1693,71,71,185.42,78.02,Left,2000000,11000
3573,A. Hoffmann,Germany,Fortuna Düsseldorf,27,CB,CB,1607,72,73,190.5,83.91,Right,3100000,18000
3574,R. Métanire,Madagascar,Minnesota United FC,30,RB,RB,1780,73,73,177.8,73.94,Right,3200000,7000
3575,M. Yumlu,Turkey,Denizlispor,32,CB,CB,1449,68,68,190.5,77.11,Right,575000,9000
3576,A. Christiansen,Denmark,Malmö FF,30,CM,CM,2070,75,75,175.26,74.84,Right,6000000,9000
3577,Z. Bergdich,Morocco,Denizlispor,31,LB,LB,1901,73,73,177.8,68.95,Left,2900000,19000
3578,F. Burmeister,Germany,Eintracht Braunschweig,30,CB,CB CDM,1490,62,62,185.42,82.1,Right,250000,3000
3579,D. Batz,Germany,1. FC Saarbrücken,29,GK,GK,1082,65,65,190.5,83.91,Right,375000,1000
3580,R. Allsop,England,Wycombe Wanderers,28,GK,GK,1131,66,67,187.96,79.83,Right,550000,4000
3581,G. Trauner,Austria,LASK Linz,28,CB,CB,1879,74,75,182.88,82.1,Right,5500000,23000
3582,Campaña,Spain,Levante UD,27,CM,CM LM CDM,2090,80,81,177.8,69.85,Right,16500000,31000
3583,P. Hernández,Chile,Independiente,33,CM,CM CAM CDM,1982,75,75,185.42,81.19,Left,3900000,18000
3584,Timor,Spain,Getafe CF,30,CM,CM CDM CB,1956,72,72,185.42,81.19,Left,2900000,19000
3585,S. Galindo,Bolivia,Bolivia,28,LM,CAM CM,1727,65,65,190.5,69.85,Left,550000,500
3586,L. Unnerstall,Germany,PSV,29,GK,GK,1109,77,78,198.12,102.97,Right,7000000,15000
3587,E. Emenike,Nigeria,UD Las Palmas,30,ST,ST RM,1813,74,74,182.88,84.82,Right,5500000,20000
3588,M. Costantino,Italy,Modena,24,GK,GK,1112,63,66,193.04,78.02,Right,350000,4000
3589,F. Acerbi,Italy,Lazio,32,CB,CB,1872,83,83,193.04,88.0,Left,16500000,75000
3590,N. Jørgensen,Denmark,Feyenoord,29,ST,ST,1857,74,74,190.5,83.01,Right,5500000,15000
3591,Ramiro Mayor,Spain,AD Alcorcón,24,CB,CB,1481,63,69,185.42,79.83,Right,400000,4000
3592,W. Sobota,Poland,Śląsk Wrocław,33,RW,CM LM,1852,68,68,175.26,59.87,Right,525000,4000
3593,N. Lavanchy,Switzerland,FC Lugano,26,RWB,RWB RM LWB,1895,70,71,175.26,73.03,Right,1800000,5000
3594,C. Routis,France,Servette FC,29,CB,CB CM,1694,63,63,185.42,83.91,Right,300000,3000
3595,L. Lacroix,Switzerland,AS Saint-Étienne,27,CB,CB,1617,70,71,198.12,92.08,Right,1800000,15000
3596,N. Höfler,Germany,SC Freiburg,30,CDM,CDM CM,1791,72,72,180.34,81.19,Right,2600000,16000
3597,J. Joronen,Finland,Brescia,27,GK,GK,1145,75,77,198.12,88.9,Right,5500000,25000
3598,F. Brown Forbes,Costa Rica,Raków Częstochowa,28,ST,ST,1701,65,65,187.96,82.1,Right,550000,2000
3599,P. Pervan,Austria,VfL Wolfsburg,32,GK,GK,1059,74,74,193.04,92.08,Right,3400000,26000
3600,S. Kittel,Germany,Hamburger SV,27,LW,LW CAM,1827,73,73,177.8,76.2,Right,4200000,14000
3601,Allan,Brazil,Everton,29,CDM,CM,2173,83,83,175.26,73.94,Right,25000000,115000
3602,L. Dunk,England,Brighton & Hove Albion,28,CB,CB,1774,78,80,193.04,88.0,Right,10500000,55000
3603,T. Eastman,England,Colchester United,28,CB,CB,1483,64,65,190.5,88.0,Right,450000,4000
3604,J. Forster-Caskey,England,Charlton Athletic,26,CAM,CM CDM,1851,66,69,177.8,63.96,Left,775000,3000
3605,Rômulo,Brazil,Shijiazhuang Ever Bright F.C.,29,CDM,CDM CM,1981,76,76,185.42,83.01,Right,6500000,10000
3606,E. Çolak,Turkey,Deportivo de La Coruña,28,CAM,CAM RM LM,1841,72,72,170.18,67.13,Left,3100000,8000
3607,J. Paterson,England,Bristol City,28,CAM,CAM CM LM,1747,71,71,175.26,68.04,Right,2400000,28000
3608,M. Tandjigora,Gabon,Os Belenenses,28,CDM,CDM CM RM,1735,65,65,172.72,66.22,Right,450000,2000
3609,Vicente Gómez,Spain,Deportivo de La Coruña,30,CM,CM CDM,1761,69,69,187.96,78.02,Left,975000,5000
3610,J. Van Damme,Belgium,KV Mechelen,28,CDM,CDM CM,1786,71,71,193.04,82.1,Left,2100000,9000
3611,Arbilla,Spain,SD Eibar,33,CB,CB LB RB,1973,75,75,177.8,76.2,Right,3100000,23000
3612,J. Cillessen,Netherlands,Valencia CF,31,GK,GK,1321,81,81,185.42,83.01,Right,11500000,33000
3613,Pedro Obiang,Equatorial Guinea,Sassuolo,28,CDM,CDM CM,1944,76,77,185.42,74.84,Right,7500000,29000
3614,C. Coosemans,Belgium,KAA Gent,27,GK,GK,1206,69,71,185.42,83.91,Right,875000,8000
3615,A. Tutte,England,Bolton Wanderers,29,CAM,CM CDM,1737,59,59,175.26,74.84,Right,150000,3000
3616,A. Nukan,Turkey,Göztepe SK,26,CB,CB,1486,68,71,195.57999999999998,86.18,Left,1000000,9000
3617,Z. Diallo,France,Racing Club de Lens,33,CB,CB,1530,67,67,193.04,91.17,Right,350000,12000
3618,M. Ozdoev,Russia,Russia,27,CDM,CDM CM,2043,77,78,182.88,78.02,Right,0,0
3619,H. Son,Korea Republic,Tottenham Hotspur,27,LM,LM CF,2128,87,87,182.88,78.02,Right,52500000,165000
3620,J. Kappelhof,Netherlands,Chicago Fire,29,CB,CB RB,1665,67,67,180.34,69.85,Right,650000,3000
3621,A. Özbiliz,Armenia,Beşiktaş JK,29,LW,RW,1838,73,73,175.26,72.12,Left,3900000,50000
3622,R. Bonevacia,Curacao,Al Faisaly,27,CM,CM LM,1953,69,69,170.18,64.86,Right,1100000,12000
3623,N. Boilesen,Denmark,FC København,28,LB,LB,1861,71,71,185.42,74.84,Left,2000000,13000
3624,M. Bizot,Netherlands,AZ Alkmaar,29,GK,GK,1260,79,80,193.04,84.82,Right,10000000,12000
3625,R. van Rhijn,Netherlands,SC Heerenveen,28,RB,RB,1929,69,69,177.8,72.12,Right,900000,5000
3626,F. Jozefzoon,Netherlands,Derby County,29,RM,RM LM,1666,68,68,172.72,69.85,Right,875000,12000
3627,R. Mulumba,DR Congo,La Berrichonne de Châteauroux,27,CM,CM CDM,1832,66,67,177.8,69.85,Right,725000,2000
3628,R. Benson,Republic of Ireland,St. Patrick's Athletic,28,CM,CM CDM,1787,62,62,175.26,77.11,Left,300000,700
3629,M. Hector,Jamaica,Fulham,27,CB,CB,1693,72,74,193.04,82.1,Right,3300000,53000
3630,Casemiro,Brazil,Real Madrid,28,CDM,CDM,2220,89,89,185.42,83.91,Right,59500000,310000
3631,H. Vanaken,Belgium,Club Brugge KV,27,CM,CAM CM,1997,78,78,195.57999999999998,79.83,Right,11000000,28000
3632,S. Ortega,Germany,DSC Arminia Bielefeld,27,GK,GK,1347,75,78,185.42,88.0,Right,6000000,17000
3633,O. Gaona Lugo,Paraguay,Sportivo Luqueño,29,RW,RW LM ST,1654,63,63,177.8,81.19,Right,350000,500
3634,N. Blandi,Argentina,Colo-Colo,30,ST,ST,1822,73,73,180.34,76.2,Right,3900000,8000
3635,Alan Patrick,Brazil,Shakhtar Donetsk,29,CAM,CAM CDM,1950,73,73,177.8,72.12,Right,3900000,500
3636,C. Martínez Borja,Colombia,LDU Quito,32,ST,ST,1627,64,64,182.88,78.93,Right,350000,500
3637,N. Larsen,Denmark,En Avant de Guingamp,29,GK,GK,1167,68,70,190.5,83.01,Right,750000,3000
3638,A. Sarcevic,England,Bolton Wanderers,28,CM,CM,1858,65,65,182.88,78.02,Right,525000,5000
3639,M. Esser,Germany,Hannover 96,32,GK,GK,1208,74,74,198.12,97.07,Right,3400000,17000
3640,S. Rode,Germany,Eintracht Frankfurt,29,CDM,CDM CM,2010,77,77,180.34,71.21,Right,7500000,27000
3641,A. Maher,Netherlands,FC Utrecht,26,CAM,CM CDM,2005,75,76,175.26,76.2,Right,7500000,16000
3642,Bruno,Spain,Real Valladolid CF,30,CB,CB,1490,74,74,185.42,86.18,Right,4600000,16000
3643,M. te Vrede,Netherlands,Al Fateh,28,ST,ST,1511,67,67,190.5,87.09,Right,800000,11000
3644,T. Çiçek,Switzerland,FC Vaduz,28,ST,CAM ST,1747,66,66,177.8,77.11,Left,650000,3000
3645,M. Schimpelsberger B,Austria,SKN St. Pölten,29,RB,RB RWB,1685,64,64,180.34,73.03,Right,375000,3000
3646,S. Berghuis,Netherlands,Feyenoord,28,CAM,RW,2023,81,81,182.88,74.84,Left,18000000,23000
3647,D. Cawley,Republic of Ireland,Sligo Rovers,28,CM,CM CDM,1662,59,59,177.8,76.2,Right,150000,550
3648,B. Mohsni,Tunisia,Grimsby Town,32,CB,CB,1583,64,64,195.57999999999998,89.81,Right,300000,2000
3649,Diogo Salomão,Portugal,Santa Clara,31,LW,LW RW,1841,69,69,175.26,66.22,Left,925000,4000
3650,Y. Mokhtar,Morocco,Columbus Crew SC,28,LM,LM,1796,72,72,177.8,74.84,Right,3100000,7000
3651,S. García,Argentina,Unión La Calera,31,CB,CB LB,1830,70,70,190.5,88.0,Left,1300000,2000
3652,M. Sutter,Austria,FC Vaduz,29,CF,ST,1688,64,64,177.8,76.2,Left,450000,3000
3653,K. Mellor,England,Morecambe,29,RB,RB CB,1599,63,63,187.96,74.84,Right,300000,2000
3654,J. Lowe,England,Salford City,28,CDM,CDM CM,1726,65,65,182.88,79.83,Right,475000,5000
3655,G. Shinnie,Scotland,Derby County,28,CDM,CDM CM,1889,72,72,175.26,72.12,Left,2800000,20000
3656,M. Bangura,Sierra Leone,AIK,25,ST,ST,1803,69,71,180.34,78.93,Right,1300000,15000
3657,T. Darikwa,Zimbabwe,Nottingham Forest,28,RB,RB,1801,71,71,187.96,77.11,Right,2000000,29000
3658,Cristian Tello,Spain,Real Betis,28,LM,LM RM,1980,78,78,177.8,64.86,Right,10500000,27000
3659,T. Horn,Germany,1. FC Köln,27,GK,GK,1219,77,80,193.04,89.81,Left,8000000,21000
3660,M. Uth,Germany,FC Schalke 04,28,CAM,CAM CF ST,1932,76,76,185.42,72.12,Left,8000000,28000
3661,B. Coker,England,Stevenage,31,LB,LB,1578,61,61,180.34,73.94,Left,180000,2000
3662,T. Koubek,Czech Republic,FC Augsburg,27,GK,GK,1106,72,74,198.12,94.8,Right,2600000,14000
3663,M. Żyro,Poland,Piast Gliwice,27,LW,ST,1744,65,65,187.96,86.18,Left,575000,3000
3664,A. Soumaoro,France,LOSC Lille,28,CB,CB,1672,76,77,187.96,91.17,Right,7500000,31000
3665,J. Oblak,Slovenia,Atlético Madrid,27,GK,GK,1413,91,93,187.96,87.09,Right,75000000,125000
3666,S. Schmik,Germany,SC Verl,30,RB,RB CB LB,1621,60,60,177.8,77.11,Right,160000,500
3667,M. Silva,Uruguay,Real Salt Lake,31,CB,CB,1537,68,68,185.42,82.1,Right,675000,3000
3668,S. Walsh,Republic of Ireland,Galway United,25,LB,LB,1513,57,60,182.88,77.11,Left,120000,500
3669,B. Gibson,England,Norwich City,27,CB,CB,1517,71,73,185.42,78.02,Left,2500000,7000
3670,M. te Wierik,Netherlands,Derby County,28,CB,CB RB,1699,68,69,190.5,73.03,Right,875000,11000
3671,B. Raman,Belgium,FC Schalke 04,25,RW,ST RM LM,1922,74,77,172.72,67.13,Right,7000000,25000
3672,L. Hinterseer,Austria,Hamburger SV,29,ST,ST,1813,72,72,193.04,86.18,Right,3100000,13000
3673,L. Cavanda,Belgium,Standard de Liège,28,RB,RB,1862,69,69,180.34,76.2,Right,900000,7000
3674,Guilherme,Brazil,Trabzonspor,29,RM,RM CAM,1978,74,74,175.26,69.85,Left,5500000,28000
3675,B. Bodin,Wales,Preston North End,28,RM,RM RW,1805,69,69,180.34,69.85,Left,1100000,14000
3676,B. Douglas,Scotland,Leeds United,30,LB,LB,1981,72,72,177.8,69.85,Left,2500000,53000
3677,Camilo,Brazil,Mazatlán FC,31,RW,ST,1897,72,72,170.18,72.12,Right,2800000,12000
3678,D. McGregor,Scotland,Hibernian,34,CB,CB,1393,65,65,182.88,87.09,Right,200000,2000
3679,Paco Alcácer,Spain,Villarreal CF,26,ST,ST,1972,81,82,175.26,72.12,Right,21000000,45000
3680,L. Digne,France,Everton,26,LB,LB,2213,84,85,177.8,73.94,Left,31500000,110000
3681,M. Makuszewski,Poland,Jagiellonia Białystok,30,RM,RM,1793,67,67,175.26,68.95,Right,725000,4000
3682,T. Melia,United States,Sporting Kansas City,34,GK,GK,1238,73,73,182.88,92.99,Right,1800000,5000
3683,L. Rupp,Germany,Norwich City,29,CM,CM RM,1949,73,73,177.8,73.03,Right,3800000,11000
3684,S. Skrzybski,Germany,FC Schalke 04,27,RW,ST RM,1841,71,72,175.26,69.85,Right,2800000,18000
3685,J. Hendrick,Republic of Ireland,Newcastle United,28,RM,RM CAM CM,2048,75,75,182.88,83.91,Right,6500000,37000
3686,M. Mitrović,Sweden,SønderjyskE,25,ST,ST,1467,57,62,182.88,86.18,Left,90000,3000
3687,Marc Martínez,Spain,FC Cartagena,30,GK,GK,1185,67,67,185.42,73.94,Right,525000,2000
3688,Carles Planas,Spain,Girona FC,28,LB,LB LWB,1906,72,72,172.72,76.2,Left,2700000,8000
3689,Pulido,Spain,SD Huesca,29,CB,CB,1624,75,76,185.42,72.12,Right,6500000,21000
3690,T. Ince,England,Stoke City,28,RW,RW RM CAM,1733,70,70,177.8,66.22,Left,1800000,18000
3691,S. Walker,England,Reading,28,GK,GK,1101,65,67,198.12,78.02,Right,475000,3000
3692,N. Chadli,Belgium,Medipol Başakşehir FK,30,LW,LW,2065,78,78,187.96,84.82,Right,10000000,43000
3693,K. D'Haene,Belgium,KV Kortrijk,30,LB,LB LWB LM,1908,72,72,167.64000000000001,63.05,Left,2500000,10000
3694,N. Schulz,Germany,Borussia Dortmund,27,LB,LB LM LWB,1996,80,81,180.34,83.01,Left,14500000,56000
3695,Gaztañaga,Spain,FC Viitorul,29,CDM,CDM CB,1552,65,65,182.88,78.02,Right,475000,3000
3696,Kim Won Il,Korea Republic,Jeju United FC,32,CB,CB,1577,68,68,185.42,77.11,Right,575000,3000
3697,Hong Jeong Ho,Korea Republic,Jeonbuk Hyundai Motors,30,CB,CB,1748,72,72,185.42,77.11,Right,2500000,8000
3698,Yoon Bit Garam,Korea Republic,Ulsan Hyundai FC,30,CM,CM LM,1933,71,71,177.8,74.84,Right,2200000,6000
3699,C. Schindler,Germany,Huddersfield Town,30,CB,CB,1652,73,73,187.96,77.11,Right,3200000,21000
3700,K. Volland,Germany,AS Monaco,27,ST,ST RW LW,2097,81,81,177.8,84.82,Left,19000000,68000
3701,J. Forrest  B,Scotland,Celtic,28,RM,RM LM RWB,1961,76,76,175.26,77.11,Right,8000000,50000
3702,R. McDonald,England,Carlisle United,28,CB,CB,1446,63,64,190.5,82.1,Left,350000,3000
3703,J. Iličić,Slovenia,Atalanta,32,CAM,CF ST,2046,84,84,190.5,78.93,Left,25000000,92000
3704,G. Burdisso,Argentina,Club Atlético Lanús,31,CB,CB,1567,70,70,187.96,82.1,Right,1300000,10000
3705,D. Jennings,England,Milton Keynes Dons,22,RW,LM,1600,63,69,170.18,69.85,Right,450000,4000
3706,M. Power,England,Sunderland,26,CM,CM CDM,1874,66,67,180.34,77.11,Right,750000,4000
3707,V. Ulloa,Mexico,Inter Miami,28,CDM,CDM CM,1819,69,70,180.34,74.84,Right,1000000,4000
3708,Zhang Linpeng,China PR,China PR,31,RB,RB CB,1880,71,71,185.42,79.83,Right,1700000,14000
3709,Pedro Mendes,Portugal,Montpellier HSC,29,CB,CB,1694,77,77,185.42,78.02,Right,7500000,31000
3710,O. Rashid,Iraq,Santa Clara,28,CM,CM,1919,71,71,177.8,68.04,Right,2400000,5000
3711,R. Leonard,England,Millwall,28,RWB,CDM CM,1947,69,70,185.42,82.1,Right,1000000,7000
3712,H. Verhulst,Netherlands,AZ Alkmaar,27,GK,GK,1168,65,69,187.96,78.02,Left,500000,2000
3713,R. Tafazolli,England,Wycombe Wanderers,28,CB,CB,1461,66,66,195.57999999999998,92.99,Left,575000,4000
3714,A. Merkel,Kazakhstan,Al Faisaly,28,CM,CM CDM,1865,68,68,177.8,72.12,Right,900000,7000
3715,H. Hope,Barbados,Swindon Town,26,ST,ST LW,1524,61,62,177.8,76.2,Right,300000,2000
3716,A. Davies,Wales,Stoke City,27,GK,GK,1076,70,73,185.42,79.83,Right,1600000,12000
3717,Nacho Fernández,Spain,Real Madrid,30,CB,CB LB RB,1858,80,80,180.34,76.2,Right,12000000,135000
3718,B. Lecomte,France,AS Monaco,29,GK,GK,1151,80,81,187.96,78.02,Left,12000000,46000
3719,Delgado,Spain,C.D. Castellón,30,CB,CB,1625,65,65,180.34,81.19,Left,450000,2000
3720,C. Piergianni,England,Oldham Athletic,28,CB,CB,1378,63,63,185.42,78.02,Left,325000,3000
3721,Mejías,Spain,Dinamo Bucureşti,31,GK,GK,1126,63,63,195.57999999999998,83.91,Right,240000,1000
3722,Isaac Cuenca,Spain,Vegalta Sendai,29,RW,LM RM,1708,69,69,177.8,68.04,Right,1000000,3000
3723,Jiang Guangtai,China PR,Guangzhou Evergrande Taobao FC,26,CB,CB,1619,68,73,180.34,76.2,Right,1100000,8000
3724,J. Lundstram,England,Sheffield United,26,CM,CM,1948,76,78,180.34,73.94,Right,9000000,34000
3725,Juan Jesus,Brazil,Roma,29,CB,CB LB,1683,74,74,185.42,83.01,Left,4700000,500
3726,T. Ciğerci,Turkey,Fenerbahçe SK,28,CB,CM CDM LM,1972,69,69,185.42,79.83,Right,1000000,27000
3727,L. Moore,England,Reading,27,CB,CB,1658,70,72,185.42,86.18,Right,1900000,8000
3728,J. Schlupp,Ghana,Crystal Palace,27,LM,LM CM LB,2004,74,74,177.8,72.12,Left,6000000,43000
3729,M. Bešić,Bosnia Herzegovina,Everton,27,CDM,CM,1873,70,70,180.34,79.83,Right,1800000,36000
3730,F. Haugen,Norway,SK Brann,28,CAM,CM,1919,67,67,182.88,76.2,Right,750000,2000
3731,A. Wakaso,Ghana,Vitória Guimarães,28,CB,CDM,1838,73,74,177.8,82.1,Right,4000000,9000
3732,C. Christie B,Republic of Ireland,Nottingham Forest,27,RB,RB RWB,1836,71,71,187.96,78.02,Right,2100000,27000
3733,J. Clarke-Harris,England,Peterborough United,25,ST,ST,1685,68,69,182.88,78.02,Left,1100000,6000
3734,G. Bigirimana,England,Hibernian,24,CDM,CM CDM,1821,65,70,172.72,71.21,Right,700000,2000
3735,C. Thomas,England,Cheltenham Town,26,CM,CM,1801,63,65,185.42,72.12,Right,450000,3000
3736,C. Robertson,Scotland,Rotherham United,26,CB,CB,1584,67,70,187.96,76.2,Left,850000,13000
3737,L. Néry,France,AS Nancy Lorraine,28,RB,RB LB,1715,64,64,175.26,73.03,Right,375000,2000
3738,Marafona,Portugal,Alanyaspor,33,GK,GK,1189,73,73,190.5,86.18,Right,2200000,9000
3739,R. Smallwood,England,Hull City,29,CDM,CDM CM,1763,66,66,180.34,72.12,Right,550000,3000
3740,K. Freeman,Wales,Sheffield United,27,RWB,RWB,1749,67,67,177.8,78.93,Right,675000,11000
3741,Bruno Uvini,Brazil,Al Ittihad,29,CB,CB,1549,71,72,187.96,84.82,Left,2200000,22000
3742,M. Quiroga,Argentina,Atlético de San Luis,30,ST,ST,1726,75,75,187.96,78.02,Left,6500000,18000
3743,C. Nelson,England,Cardiff City,27,CB,CB,1661,68,71,182.88,73.94,Right,975000,11000
3744,C. Jenkinson,England,Nottingham Forest,28,RB,RB,1841,71,71,185.42,77.11,Right,2000000,29000
3745,P. Hoban,Republic of Ireland,Dundalk,28,ST,ST,1739,67,67,180.34,83.91,Right,800000,2000
3746,G. Baldock,England,Sheffield United,27,RWB,RWB,1874,77,78,175.26,67.13,Right,9000000,33000
3747,M. Leitner,Germany,Norwich City,27,CAM,CM CDM,1913,72,73,175.26,68.04,Right,3500000,9000
3748,E. Gigliotti,Argentina,Club León,33,ST,ST,1797,72,72,187.96,81.19,Right,2000000,19000
